"track_name","track_artist","track_popularity","danceability","energy","speechiness","valence"
"Nobody","Beverly",31,56,93,3,90
"Adios","EVERGLOW",74,63,71,6,40
"Dumb","BVNDIT",59,65,84,7,56
"THURSDAY","GOT7",63,68,79,5,47
"Snapping","CHUNG HA",73,75,73,4,58
"WONDERLAND","ATEEZ",72,57,96,12,52
"DDU-DU DDU-DU","BLACKPINK",68,67,86,8,39
"Like always","X1",58,78,88,5,84
"Answer","ATEEZ",72,56,90,5,54
"<U+D53C><U+CE74><U+BD80> Peek-A-Boo","Red Velvet",70,84,90,5,64
"DRIP","HINAPIA",59,66,87,6,42
"Jopping","SuperM",75,74,84,8,54
"HIP","Mamamoo",81,78,73,14,82
"BBoom BBoom","MOMOLAND",70,78,74,4,83
"Dumb Litty","KARD",65,76,89,4,24
"POP/STARS","K/DA",75,57,77,9,38
"MIDDLE OF THE NIGHT","Monsta X",69,74,76,9,92
"Boy With Luv (feat. Halsey)","BTS",85,64,86,10,80
"Bon Bon Chocolat","EVERGLOW",72,72,83,6,63
"gogobebe","Mamamoo",72,70,79,8,71
"IDOL","BTS",75,73,86,12,42
"MIC Drop (feat. Desiigner) [Steve Aoki Remix]","BTS",65,61,84,22,64
"KILLING ME","iKON",63,76,67,7,50
"As If It's Your Last","BLACKPINK",2,79,85,8,45
"MIROH","Stray Kids",71,56,98,10,50
"Forever Love","YOUNGJAE",48,65,78,4,66
"BOSS","NCT",68,79,54,4,33
"Forever Young","BLACKPINK",65,60,96,10,50
"Egotistic","Mamamoo",70,62,83,7,60
"Bomb Bomb","KARD",66,76,84,13,88
"DNA","BTS",71,60,78,5,69
"Roller Coaster","CHUNG HA",2,63,91,5,76
"YES or YES","TWICE",7,70,91,4,74
"FLASH","X1",69,67,91,6,60
"HANN (Alone)","(G)I-DLE",66,71,72,3,24
"<U+D558><U+B4DC><U+CE90><U+B9AC> Hard Carry","GOT7",1,70,87,9,61
"ME","CLC",64,75,80,7,80
"BAAM","MOMOLAND",66,72,94,4,90
"DDD","EXID",60,72,79,7,75
"Starry Night","Mamamoo",67,58,77,5,51
"Siren","SUNMI",0,60,89,4,55
"HIT","SEVENTEEN",66,62,90,22,69
"Heroine","SUNMI",62,67,78,4,61
"Way Back Home","SHAUN",66,74,74,3,56
"I’m So Hot","MOMOLAND",61,75,88,4,85
"Me & You","EXID",61,71,91,6,78
"No","CLC",61,76,72,9,69
"PICK ME","PRODUCE 48",58,65,86,5,59
"WANT","TAEMIN",63,64,76,7,41
"Fever","GFRIEND",67,76,84,4,51
"Room Shaker","Ailee",57,70,90,14,74
"Power Up","Red Velvet",65,73,93,14,90
"LALALAY <U+B0A0><U+B77C><U+B9AC>","SUNMI",70,70,81,5,62
"8282(Party)","twlv",40,83,64,6,72
"D.D.D","THE BOYZ",55,70,92,8,64
"Not That Type","gugudan",54,73,93,11,74
"Humph!","PENTAGON",63,79,67,5,96
"Play It Cool","Monsta X",56,82,82,19,42
"AH YEAH","WINNER",60,80,72,4,88
"SHA LA LA","PENTAGON",56,68,94,6,45
"SUNDAY","FANATICS",42,74,79,4,56
"BEEP BEEP","RUANN",45,67,75,6,64
"The Only (feat. IRENE of Red Velvet)","Raiden",54,67,92,9,40
"Break the Distance","ELYAZ",30,60,70,3,40
"I Could Get Used To This","Becky Hill",64,62,65,5,34
"Therapy","Armin van Buuren",52,66,87,5,70
"Sunshine","David Guetta",54,59,80,4,22
"Giant - Robin Schulz Remix","Calvin Harris",16,54,88,24,49
"Somebody","The Chainsmokers",13,53,62,3,29
"Like I Love You","Lost Frequencies",58,86,59,8,75
"Walk Away","Alle Farben",61,74,79,6,47
"I Need You","Armin van Buuren",24,60,86,3,22
"Without You (feat. Sandro Cavazza)","Avicii",27,65,86,4,28
"Something Just Like This - Alesso Remix","The Chainsmokers",56,67,73,5,57
"Don't You Worry Child - Radio Edit","Swedish House Mafia",77,61,84,5,44
"Fine Day","Keanu Silva",2,74,86,5,46
"BOOM","Tiësto",70,89,84,5,20
"Whispers","ELYAZ",9,72,71,4,19
"Secrets - Radio Edit","Tiësto",65,68,81,4,18
"Forever","Martin Garrix",62,45,90,4,22
"Carry Me Home (feat. Jake Reese)","KSHMR",64,66,88,6,48
"A Sky Full of Stars","Coldplay",78,55,64,3,15
"Don't Let Me Down - Illenium Remix","The Chainsmokers",64,43,66,8,36
"Selfish","Dimitri Vegas & Like Mike",69,41,79,28,69
"The Days","Avicii",67,59,72,4,53
"My Way","Calvin Harris",77,82,91,4,54
"I Love You","Axwell /\ Ingrosso",7,65,86,17,70
"Happy Now","Zedd",80,50,74,5,46
"Born To Be Yours","Kygo",75,69,69,4,45
"Counting Stars","OneRepublic",80,66,70,4,48
"Recognise","Lost Frequencies",36,72,74,5,19
"Like I Love You","Lost Frequencies",48,86,58,8,78
"Don't Give Up On Me","Armin van Buuren",49,72,70,14,63
"Bromance - Avicii Remix","Tim Berg",7,62,90,4,31
"This Is What It Feels Like","Armin van Buuren",65,55,83,3,14
"If I Lose Myself - Alesso vs OneRepublic","OneRepublic",44,52,78,4,15
"Lions in the Wild","Martin Garrix",2,50,85,4,28
"Blame","Calvin Harris",75,41,86,8,35
"Lovers on the Sun (feat. Sam Martin)","David Guetta",47,64,89,4,57
"Broken Arrows","Avicii",10,63,67,5,30
"Red Lights","Tiësto",69,65,83,4,55
"Now That I've Found You","Martin Garrix",57,50,83,3,41
"I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit","Avicii",66,51,79,4,64
"Something New","Axwell /\ Ingrosso",4,57,86,3,39
"Alone, Pt. II","Alan Walker",85,67,67,4,61
"Family","The Chainsmokers",85,58,61,4,37
"All That She Wants","Campsite Dream",50,39,65,16,55
"Push My Luck","The Chainsmokers",66,58,64,4,53
"Some Say - Felix Jaehn Remix","Nea",63,68,70,4,64
"Here Comes The Sun","Campsite Dream",43,68,63,5,59
"Roses - Imanbek Remix","SAINt JHN",88,77,72,5,90
"Sad","Aivarask",56,82,76,19,36
"Safety (feat. DJ Snake)","GASHI",63,76,83,4,73
"Summer Lover (feat. Devin & Nile Rodgers)","Oliver Heldens",61,69,86,3,67
"We Got Love","Sigala",76,72,81,9,66
"Mr Todd Terry","Riton",50,81,85,6,63
"As Far as Feelings Go","Alle Farben",66,68,80,8,60
"Summer Fade (feat. Anna of the North)","Snakehips",64,62,66,6,46
"Loving Myself (feat. Raphaella)","Henri PFR",59,69,69,5,47
"Haloes","Ina Wroldsen",64,70,72,3,33
"Gotta Let Go","Hypanda",56,67,92,7,66
"Narcotic","Younotus",77,75,67,6,37
"Do You Mean (feat. Ty Dolla $ign & bülow)","The Chainsmokers",17,60,67,4,57
"My One (feat. Tory Lanez, Kranium & Dappy) (Todd Edwards Remix)","Wiley",38,80,77,14,96
"Be Someone","CamelPhat",66,67,79,4,36
"Do You Miss Me Much - Wookie Remix","Craig David",30,79,90,8,95
"Ghost","Au/Ra",72,67,50,5,58
"Stand By (feat. Rudimental) [#CWC19]","LORYN",58,66,78,8,62
"Acid Dreams","MAX",65,82,51,8,77
"Kills You Slowly","The Chainsmokers",12,70,43,6,24
"Don't Worry Bout Me - Alle Farben Remix","Zara Larsson",48,63,73,26,36
"Let Me Love You","Campsite Dream",41,71,45,24,70
"Spicy - with Diplo & Charli XCX","Herve Pagez",59,82,82,5,51
"Summer Lover (feat. Devin & Nile Rodgers) - Moguai Remix","Oliver Heldens",38,81,93,14,64
"Mistaken (feat. Alex Aris)","Martin Garrix",68,42,69,4,8
"Instagram - Dimitri Vegas & Like Mike VS Trobi Remix","Dimitri Vegas & Like Mike",41,76,92,9,65
"Do It Again","Steve Aoki",5,70,95,7,48
"Can We Pretend (feat. Cash Cash)","P!nk",75,52,81,41,45
"On My Way","Alan Walker",83,51,69,10,30
"Body 2 Body","MK",61,68,77,4,67
"Late Night Feelings - Jax Jones Midnight Snack Remix","Mark Ronson",58,70,93,11,65
"Shy Guy","Campsite Dream",48,60,56,5,64
"Late Night Feelings (feat. Lykke Li)","Mark Ronson",69,69,73,6,47
"No New Friends - Dombresky Remix","Sia",55,85,83,7,55
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",79,54,47,36,69
"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)","Sia",62,58,52,8,53
"All My Friends (feat. Tinashe & Chance the Rapper)","Snakehips",74,69,52,13,18
"Dancing With A Stranger (with Normani)","Sam Smith",87,74,52,7,35
"Play","K-391",78,52,80,4,17
"Say You'll Be There","Campsite Dream",40,68,60,3,47
"Diamond Heart","Alan Walker",69,48,63,3,29
"Paris","The Chainsmokers",75,65,64,3,25
"Stole the Show","Kygo",75,64,64,23,48
"Lose Yourself to Dance","Daft Punk",71,83,66,6,67
"Say My Name","David Guetta",78,70,66,12,79
"Hold My Girl - Martin Jensen Remix","George Ezra",54,64,67,5,34
"Final Song","MØ",71,70,67,3,24
"Slow Down (with Calvin Harris)","Normani",55,85,69,5,55
"Cheerleader - Felix Jaehn Remix Radio Edit","OMI",76,78,68,3,60
"Born To Be Yours","Kygo",64,69,69,4,45
"Changes","Faul & Wad Ad",39,82,70,4,26
"No Diggity","Campsite Dream",55,71,71,4,39
"Never Forget You","Zara Larsson",76,58,73,5,28
"One Kiss (with Dua Lipa) - Oliver Heldens Remix","Calvin Harris",66,72,75,6,14
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",76,89,74,6,87
"Praise You - Purple Disco Machine Remix","Fatboy Slim",62,81,78,3,81
"Back & Forth","MK",72,68,82,3,70
"Slide (feat. Frank Ocean & Migos)","Calvin Harris",74,74,80,5,51
"Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit","Daft Punk",76,79,81,4,86
"Giving Up (feat. Jaden Michaels)","QUIX",38,48,81,13,42
"17","MK",69,70,83,7,67
"Lullaby","Sigala",66,72,83,4,86
"Who Do You Love","The Chainsmokers",23,51,84,4,44
"Fire In My Soul","Oliver Heldens",70,59,98,31,50
"We Don't Talk","Wiktoria",42,81,62,4,49
"Love You Better","John De Sohn",67,73,79,4,79
"Top of the World - Erlandsson Remix","Vide",46,38,56,4,38
"The Rest Will Follow","Ludvigsson",51,75,83,3,40
"So It Goes","Caj Morgan",41,63,74,3,76
"Unbelievable","Andrew Roman",47,74,56,4,57
"Photograph","Ljung",45,74,57,4,49
"Faded","John De Sohn",54,56,86,5,55
"Only You","Hogland",54,56,73,7,26
"I Don't Know","Ericé",47,70,87,6,45
"Too Close","Ria Mae",66,48,67,9,64
"Hole in the Roof","AronChupa",61,77,48,5,56
"Nobody Else","Wahlstedt",53,83,66,6,46
"Dance Monkey","Skylike",63,78,86,23,31
"Free","JRL",44,63,78,8,78
"My Own Dance","Kesha",62,84,72,11,43
"Bigger Than","Justin Jesso",70,42,67,13,33
"I Got Eyes","John De Sohn",49,73,82,4,79
"Bleed","Haze & Mellow",44,65,85,8,26
"Hold on Tight","Sterkøl",50,61,75,12,61
"Once and for All","Moe Aly",44,68,56,5,50
"Fantasy","Laureano",34,77,71,8,59
"We Are the Young","Addal",57,66,82,4,58
"No Fear No More","Madeon",60,63,78,9,68
"Baianá","Bakermat",76,50,76,5,49
"Coming Home","TooManyLeftHands",49,69,71,14,52
"Boots","Greyson Chance",55,44,67,8,69
"Heading Home","Ludvigsson",49,60,78,4,44
"Somebody Out There","Lost Kings",54,72,66,4,36
"Better Half of Me - R3HAB Remix","Tom Walker",45,50,81,6,47
"Say It Again","AJ Mitchell",62,51,71,9,51
"You & I","TRXD",50,68,87,7,67
"Alive","henrikz",37,64,77,3,37
"Amsterdam","Frans",44,84,67,6,91
"Cross My Heart","Hogland",53,64,79,11,68
"what happened","jayover",34,71,65,6,39
"Ride It","Regard",94,88,75,9,88
"Somebody","Erlandsson",48,68,87,4,31
"Thinkin Bout You","Jonasu",51,73,78,5,82
"Summertime Love","Captain Cuts",55,71,85,6,67
"I Could Get Used To This","Martin Jensen",58,76,74,4,65
"LA & The Parties","Lost Kings",60,54,88,6,52
"Lovers + Strangers","Starley",37,65,69,8,65
"Too Close","Sterkøl",45,70,65,10,63
"Fallin'","Sick Individuals",52,74,86,4,46
"Tear Me Down (feat. Philip Rustad)","Davai",57,72,82,11,70
"Perspective","AMAANDA",32,78,60,22,38
"Cali Girl","Papa Ya",40,74,71,5,43
"Choir - Remix","Guy Sebastian",54,71,57,13,36
"Cut to the Chase","Roman Müller",41,77,63,4,63
"You Keep Calling","BAARD",42,51,68,9,60
"Motivation","Normani",83,60,89,10,88
"Like I Love You - Small Talk Remix","Theresa Rex",40,75,51,14,67
"Punching in the Dark","Hellberg",52,68,62,15,37
"One Thing Right","Marshmello",85,66,62,5,44
"Letting Go","Hogland",66,67,64,4,22
"Don't Leave Me Lonely - Purple Disco Machine Remix","Mark Ronson",58,81,76,7,85
"Hold On","Foxa",45,75,87,4,33
"With You","Lewka",41,69,86,6,56
"Try","Lost Kings",55,48,80,5,36
"A Dream Is A Wish Your Heart Makes","Vinil",22,69,69,10,62
"Lucky One (feat. ILY)","Tom Ferry",47,70,77,6,34
"Closer","Haze & Mellow",38,74,77,3,21
"Wannabe","Jonasu",51,77,76,9,50
"Sending Me You","henrikz",28,50,57,17,37
"Room for Two","Moe Aly",38,39,69,6,29
"Lost","End of the World",65,71,73,3,73
"Somebody","Closed Doors",31,71,54,11,46
"On A Roll","Ashley O",70,74,81,9,39
"I'm Not Alright","Loud Luxury",46,88,86,5,68
"Calma - Alan Walker Remix","Pedro Capó",63,81,60,12,58
"Bad Look","Charming Horses",39,69,78,11,89
"Here I Am (feat. Michael Shynes)","Le P",35,69,62,3,33
"Can't Say No (feat. PJZ)","Alex Mattson",44,64,86,6,58
"Somebody I'm Not","Davai",47,75,42,19,32
"Nobody To Love","Out Of Sound",45,65,78,6,32
"PAY ME BACK!","ILIRA",48,79,81,6,61
"Tusa","KAROL G",98,80,72,30,57
"+","Aitana",81,56,67,3,68
"everything i wanted","Billie Eilish",97,70,22,10,24
"En Tus Planes","David Bisbal",66,81,78,16,79
"Alocao (With Bad Gyal)","Omar Montes",82,67,75,6,70
"A Dónde Vamos","Morat",77,63,61,4,96
"Morado","J Balvin",82,88,70,8,78
"Yummy","Justin Bieber",95,66,52,11,50
"Que Tire Pa Lante","Daddy Yankee",90,66,90,4,71
"You should be sad","Halsey",86,59,58,3,32
"Pegamos Tela","Lérica",49,68,86,8,86
"Indeciso","Reik",88,74,75,5,90
"Zorra","Bad Gyal",77,64,65,19,74
"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX","DJ Snake",80,79,69,7,55
"What A Man Gotta Do","Jonas Brothers",73,86,71,6,33
"China","Anuel AA",93,79,81,9,61
"Celébrate","Miki Núñez",57,63,76,5,78
"Rare","Selena Gomez",73,84,55,7,63
"Easy - Remix","Jhay Cortez",81,89,75,9,44
"Godzilla (feat. Juice WRLD)","Eminem",79,81,74,34,83
"Adicto (with Anuel AA & Ozuna)","Tainy",90,73,84,7,62
"Blanco","J Balvin",88,87,71,13,59
"Señorita","Shawn Mendes",93,76,54,3,75
"Que Calor (feat. J Balvin & El Alfa)","Major Lazer",84,80,88,7,46
"Memories","Maroon 5",98,76,32,5,57
"All I Want For Christmas Is You","Mariah Carey",18,55,89,6,45
"Qué Bonito Es Querer","Manuel Carrasco",72,61,72,4,43
"Revival","Gregory Porter",51,67,80,4,75
"Presiento","Morat",71,71,73,16,46
"Blinding Lights","The Weeknd",98,51,80,6,34
"Fuera De Mi Mente","Lérica",74,74,94,10,70
"Someone You Loved","Lewis Capaldi",94,50,40,3,45
"Hookah","Bad Gyal",70,87,58,11,48
"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",92,47,63,34,42
"Me Equivocaré","Antonio José",69,56,73,16,73
"Lola Bunny","Lola Indigo",69,77,90,5,87
"Circles","Post Malone",49,70,76,4,53
"Me Quedo","Aitana",70,82,71,5,77
"LA CANCIÓN","J Balvin",91,75,65,32,43
"Déjate Querer","Lalo Ebratt",77,76,79,5,84
"Bésame","David Bisbal",70,74,84,5,88
"Nice To Meet Ya","Niall Horan",87,59,84,3,39
"Mejores Amigos","Yera",75,62,74,4,90
"Heartless","The Weeknd",93,53,75,11,20
"Push It On Me","Damien",56,63,57,22,58
"Con Calma","Daddy Yankee",87,74,86,6,66
"Bonita","Juanes",78,74,88,5,96
"LUNA","Lola Indigo",62,74,74,14,62
"Lover (Remix) [feat. Shawn Mendes]","Taylor Swift",85,45,60,6,42
"Santa María (Feat. Busy Signal)","Bad Gyal",65,76,60,33,43
"Runaway","Sebastian Yatra",80,76,85,7,93
"caronte","Alba Reche",50,55,21,3,25
"Lose You To Love Me","Selena Gomez",93,50,34,4,9
"Rebota - Remix","Guaynaa",78,88,86,20,82
"Mucho más allá - De ""Frozen 2""","David Bisbal",57,39,76,10,44
"Before You Go","Lewis Capaldi",90,46,57,6,18
"Mama No","Pablo López",59,34,52,5,14
"Soltera - Remix","Lunay",85,80,78,4,80
"nana triste","Natalia Lacunza",59,47,31,6,42
"Contando Lunares (feat. Cruz Cafuné)","Don Patricio",79,86,52,13,71
"Mambo No. 5 (A Little Bit of...)","Lou Bega",10,61,80,38,90
"Sandstorm - Radio Edit","Darude",61,54,98,5,52
"We like to Party! (Six Flags)","Vengaboys",51,78,90,4,97
"Coco Jamboo - Radio Version","Mr. President",18,83,84,4,96
"Blue (Da Ba Dee)","Eiffel 65",16,82,97,6,76
"Barbie Girl","Aqua",5,76,95,4,91
"What Is Love","Haddaway",70,68,77,3,74
"Scatman (ski-ba-bop-ba-dop-bop)","Scatman John",10,65,82,4,76
"Bailando - Video Edit","Paradisio",59,65,96,4,83
"Be My Lover","La Bouche",13,66,91,3,83
"The Riddle (Original Mix)","Gigi D'Agostino",48,74,87,4,85
"...Baby One More Time","Britney Spears",75,76,70,3,91
"Rhythm Is A Dancer - 12'' Version","SNAP!",12,77,87,3,84
"Another Night","Real McCoy",2,81,89,4,87
"Tubthumping","Chumbawamba",53,39,94,18,62
"All That She Wants - Remastered","Ace of Base",16,71,63,9,87
"The Rhythm Of The Night","Corona",56,69,80,3,80
"Macarena - Bayside Boys Remix","Los Del Rio",38,75,91,6,96
"Believe","Cher",76,65,92,5,46
"(You Drive Me) Crazy","Britney Spears",2,76,94,3,96
"The Sign","Ace of Base",55,80,83,4,95
"Will I Ever","Alice DJ",49,65,84,3,63
"Happy People (feat. Marky Mark)","Prince Ital Joe",50,79,59,4,38
"Sex On The Beach - Original Mix","T-Spoon",3,73,74,3,97
"When You Wish Upon A Star","The Mamas",55,27,21,3,29
"Lollipop (Candyman)","Aqua",0,72,98,3,86
"Rock My Heart - Radio Mix","Haddaway",44,59,93,4,61
"This Is Your Night","Amber",52,67,91,3,86
"The Other Side","Grace Gracie",35,42,62,5,12
"Gonna Make You Sweat (Everybody Dance Now)","C & C Music Factory",2,56,79,10,80
"Come and Get Your Love - Radio Edit","Real McCoy",41,74,86,4,76
"Children","Robert Miles",67,60,76,3,39
"Baby Baby","Corona",55,64,87,3,56
"Pump Up the Jam","Technotronic",38,85,88,8,67
"Waiting for Tonight","Jennifer Lopez",55,69,94,4,85
"Dreams (Will Come Alive)","2 Brothers On The 4th Floor",61,70,98,5,61
"Life - Radio Edit","Des'ree",27,72,71,4,66
"Wannabe","Spice Girls",79,77,86,3,89
"Ride Wit Me - Album Version (Edited)","Nelly",2,84,68,6,77
"We’re Going to Ibiza!","Vengaboys",60,80,67,4,91
"Sweet Dreams","La Bouche",62,66,96,5,83
"Back in My Life","Alice DJ",45,58,83,3,48
"Boom, Boom, Boom, Boom!!","Vengaboys",62,80,89,4,97
"More And More - Single Version","Captain Hollywood Project",60,66,85,3,71
"Generation Of Love","Masterboy",1,66,88,6,77
"Run Away","Real McCoy",49,72,92,4,69
"Call Me","Deee-Lite",33,67,83,6,44
"(You Drive Me) Crazy [The Stop Remix!] - Remastered","Britney Spears",40,73,95,4,77
"Beautiful Life","Ace of Base",4,74,95,3,74
"Celebration","Kylie Minogue",27,70,87,4,58
"Got to Get It","Culture Beat",48,67,91,4,54
"No More (I Can't Stand It)","Maxx",48,76,79,4,60
"Let the Dream Come True","DJ Bobo",40,70,87,3,72
"Let's Talk About Sex","Salt-N-Pepa",2,87,71,11,72
"Around The World","Aqua",0,70,98,3,97
"Gettin' Jiggy Wit It","Will Smith",70,88,87,14,86
"Cotton Eye Joe","Rednex",5,74,94,7,61
"Get A Way","Maxx",60,85,86,4,60
"I Give You My Heart","Mr. President",4,74,93,3,91
"Ice Ice Baby","Vanilla Ice",70,98,79,4,58
"Lost in Someone Else","Casey Derhak",39,73,55,3,50
"Hardcore Vibes","Dune",57,58,63,4,48
"Better Off Alone - Hitradio Mix","Alice Deejay",3,67,77,7,76
"Roses Are Red - Original Version","Aqua",2,61,97,4,82
"Think About The Way","Ice Mc",59,76,71,3,67
"Try Me Out","Corona",48,75,77,4,56
"Max Don´t Have Sex With Your Ex","E-Rotic",46,55,99,6,66
"I Want You Back - Radio Edit","*NSYNC",54,76,93,4,85
"Ecuador - Original Radio Edit","Sash!",45,59,89,4,59
"Saturday Night - Radio Edit","Whigfield",6,74,87,4,96
"Nessaja","Scooter",47,49,90,4,12
"Dub-I-Dub","Me & My",49,66,96,5,96
"Kernkraft 400","Zombie Nation",47,80,43,9,49
"Think of You - Radio Edit","Whigfield",50,70,81,4,87
"The Bomb (These Sounds Fall Into My Mind)","The Bucketheads",50,78,87,4,87
"Mr. Vain Recall - Radio Edit","Culture Beat",7,55,95,7,38
"Sweat (A La La La La Long)","Inner Circle",70,79,73,22,94
"U Got 2 Let The Music - Brescia Edit","Cappella",46,67,97,4,68
"Feel the heat of the night - Radio Edit","Masterboy",50,62,92,4,90
"Captain Jack - Short Mix","Captain Jack",48,67,100,8,57
"Dragostea Din Tei - Original Romanian Version","O-Zone",8,81,97,4,68
"Somebody Dance with Me","DJ Bobo",43,68,99,4,65
"Heaven (featuring Do)","DJ Sammy",64,56,94,5,57
"Around the World (La La La La La) - Radio Version","A Touch Of Class",5,61,98,3,65
"My Oh My","Aqua",43,71,93,3,96
"Go West - 2003 Remaster","Pet Shop Boys",63,54,95,4,44
"Sing Hallelujah!","Dr. Alban",21,76,82,4,94
"God Is a DJ","Faithless",57,61,90,4,39
"Vogue - Edit","Madonna",51,69,82,5,28
"The Launch - Radio Edit","DJ Jean",53,74,100,14,26
"Not over Yet - Perfecto Edit","Grace",20,56,83,4,46
"Never Alone","2 Brothers On The 4th Floor",55,70,92,6,77
"Rhythm Is A Dancer","SNAP!",57,76,65,3,86
"Up & Down","Vengaboys",61,79,93,7,89
"Scatman's World","Scatman John",54,70,87,6,94
"Mr. Vain","Culture Beat",54,68,100,4,40
"L'amour Toujours (Small Mix)","Gigi D'Agostino",69,64,88,3,74
"The Power","SNAP!",59,74,88,6,71
"Run To Me","Double You",53,72,96,5,36
"Rhythm Is A Dancer - 7"" Edit","SNAP!",67,79,74,4,71
"Not Today - Remix","Hillsong UNITED",43,62,83,4,43
"Every Little Thing","Hillsong Young & Free",52,48,68,3,45
"I Believe","Youngheart",33,56,84,4,62
"Come To Life","Neon Feather",34,43,84,5,45
"Neighbour","Verses",31,66,55,3,20
"Close (feat. Steven Furtick)","Tauren Wells",32,84,55,7,70
"Nobody","Local Sound",46,71,85,8,71
"Up Again (Lucky Rose Remix)","Dan Bremnes",36,79,68,8,41
"This Place","Logan Pollard",21,50,33,12,57
"Letting Go","Verses",38,55,68,3,52
"I just need U. - Tide Electric Remix","TobyMac",41,73,66,4,40
"Through People Like Me - Chris Howland Remix","Mass Anthem",39,69,73,4,44
"Glorious Day - Remix","Passion",40,62,83,4,44
"Victory (Remix)","Highlands Worship",31,59,59,3,35
"Reckless Love","Verses",38,43,63,5,16
"Gravity","Elizabeth Grace",38,72,41,4,39
"Paradise","Matthew Parker",32,54,55,3,46
"Circles","Rachael Nemiroff",31,74,67,3,77
"More Of You","Hillsong Young & Free",39,54,67,3,47
"Without Your Love","York Worship",29,53,61,4,66
"Burn The Ships (R3HAB Remix)","for KING & COUNTRY",53,64,76,8,30
"How You Love","Marci Coleman",27,68,63,7,36
"Ain't No Grave","Bryan Boliver",30,54,76,6,43
"Fall to My Knees","Marshall Marshall",40,53,69,4,53
"Only Ever","Alive City",54,34,60,11,39
"God Only Knows (GATTÜSO Remix)","for KING & COUNTRY",52,55,89,4,43
"We Dance","Bright Ones",35,74,64,3,27
"All In (CB Remix)","Heather Schnoor",33,58,79,3,34
"Hold On","Verses",30,58,66,5,42
"On The Way Up 2.0","Apollo LTD",35,66,78,4,26
"Overboard (Doug Weier Remix)","Manafest",28,64,87,4,79
"Electric","Influence Music",34,64,88,15,57
"Love Me Like You - TYE Remix","The Young Escape",39,40,76,12,40
"Grateful (Neon Feather Remix)","Cade Thompson",33,48,96,18,66
"Nobody","Bryan Boliver",27,64,72,6,37
"Scars (Come With Livin') - Neon Feather Remix","TobyMac",43,55,66,3,34
"I'm Yours","Influencers Worship",0,56,84,6,36
"You Tell Me","Youngheart",37,66,86,3,87
"Amazing Grace - HGHTS Remix","Hyper Fenton",35,77,84,5,52
"Streams","Austin & Lindsey Adamec",31,21,73,4,44
"Heaven On Earth","Stars Go Dim",2,67,76,7,70
"joy.","for KING & COUNTRY",5,68,54,6,42
"On Top of the World (Remix)","Citipointe Live",33,49,89,9,37
"Mirage","Platon Emil",33,66,77,4,38
"100 (feat. Dawn Elektra)","Galactus Jack",27,72,64,4,36
